link,name,company,position
https://ces.techhttps://www.ces.tech/conference/speaker-directory/882077,Grace Dolan,Samsung Electronics America,VP of Home Entertainment Integrated Marketing
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892234,Jayar Donlan,WWE Advanced Media,EVP
https://ces.techhttps://www.ces.tech/conference/speaker-directory/878481,Oreste Donzella,KLA Corporation,Executive Vice President & Chief Marketing Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890432,Sarah Dorsett,Nanit,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/881693,Sundip Doshi,AerNos,CEO and Founder
https://ces.techhttps://www.ces.tech/conference/speaker-directory/886820,Ami Dotan,Karamba Security,CEO and Co-Founder
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892299,Chris Down,Mattel,Chief Design Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/877577,Kathy Doyle,Macmillan Publishers,"Vice President, Podcasting "
https://ces.techhttps://www.ces.tech/conference/speaker-directory/888476,Yelena Drabkin,Strivr,Cheif Product Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889259,Scott Drennan,Bell | Textron Inc.,"Vice President, Innovation"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/886680,Pam Drucker Mann,Conde Nast,Global Chief Revenue Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889968,Russell Dubner,Edelman,President & Chief Executive Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843660,Chris Duffey,Adobe,Adobe Design
https://ces.techhttps://www.ces.tech/conference/speaker-directory/810809,Jennifer Dukarski,Butzel Long,Shareholder
https://ces.techhttps://www.ces.tech/conference/speaker-directory/815006,Robin Duke-Woolley,Beecham Research,"Founder, Principal Analyst, Chief Executive Officer"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843745,Phillip Dunkelberger,Nok Nok Labs,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/877058,Jerome Dureau,BANDAI NAMCO Entertainment,Innovation Projects Manager
https://ces.techhttps://www.ces.tech/conference/speaker-directory/877088,Maeve Duska,USA Technologies,Chief Marketing Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892308,Lisa Earnhardt,Abbott,"Executive Vice President, Medical Devices"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/888975,Beth-Ann Eason,Innovid,President 
https://ces.techhttps://www.ces.tech/conference/speaker-directory/883078,Rick Echevarria,Intel Olympic Program Office ,"Vice President, Sales and Marketing Group and General Manager"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/885529,Erin  Egan,Facebook,"VP, Public Policy and Chief Privacy Offer for Policy"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889317,Rehan Ehsan,Consumer Technology Association,"Sr. Director, Technology & Standards"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/860471,Everett Eissenstat,General Motors Co.,"Senior Vice President, Global Public Policy"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/865010,Sherika Ekpo,Google,Diversity Business Partner
https://ces.techhttps://www.ces.tech/conference/speaker-directory/888531,Rana el Kaliouby,Affectiva,Co-founder and CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/883418,Leena Elias,Avast,VP of Product Delivery
https://ces.techhttps://www.ces.tech/conference/speaker-directory/883348,Richard Ellinger,American Semiconductor,VP Sales and Marketing
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889158,Jason Elliott,Nokia,5G Market Development Director
https://ces.techhttps://www.ces.tech/conference/speaker-directory/810767,John Ellis,Ellis and Associates,Founder & Managing Director
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892539,Tim  Ellis,NFL,Chief Marketing Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/887149,Damon Embling,EuroNews,Correspondent & Presenter
https://ces.techhttps://www.ces.tech/conference/speaker-directory/874169,Amy  Emmerich,Refinery29,Global President + Chief Content Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890776,Tom Emrich,8th Wall,VP of Product
https://ces.techhttps://www.ces.tech/conference/speaker-directory/887161,Klaus Entenmann,Daimler Financial Services AG,"Senior Advisor to Deloitte, Former President & CEO "
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843766,Jennifer Ernst,Tivic Health,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/886707,Lisa  Ernst,Procter & Gamble,"Vice President, Research and Development Global Oral Care and Personal Health Care"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/893963,Carl Esposito,Lear,"Senior Vice President and President, E-Systems"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/881635,Vonnie Estes,Produce Marketing Association,Vice President of Technology
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843757,Michael Evers,The Learning Corp,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/888410,"Bettina Experton, MD, MPH",Humetrix,CEO & Founder
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890511,Laurent Ezekiel,WPP,Chief Marketing & Growth Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/886911,Kinsey Fabrizio,Consumer Technology Association,"Vice President, Membership"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892678,Clara Fain,Via,Chief Financial Officer 
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843743,"Steven Falowski, MD",NANS,Physician
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889817,Robert Fannon,Microsoft,US Financial Services Lead for Data & AI
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843554,Kathryn Fantauzzi,Apollo Neuroscience,CEO & Co-Founder
https://ces.techhttps://www.ces.tech/conference/speaker-directory/878656,Mattia Fantinati,Republic of Italy,Member of Parliament
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892623,Tony Faranesh,Fitbit,Research Scientist
https://ces.techhttps://www.ces.tech/conference/speaker-directory/882942,Stan Farnsworth,NovaCentrix,Chief Marketing Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843760,Mike Feibus,FeibusTech,President & Principal Analyst
https://ces.techhttps://www.ces.tech/conference/speaker-directory/852303,Anne Ferguson,Alarm.com,"Vice President, Marketing"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/887283,Anura Fernando,UL,Chief Innovation Architect - Medical Systems Interoperability & Security
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890169,Tom Ferraro,MetLife,Vice President HR Global Health & DC Plans Health and Welfare Benefits
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843747,Jaquie Finn,Cambridge Consultants,Head of Digital Health
https://ces.techhttps://www.ces.tech/conference/speaker-directory/885634,Sara Fischer,Axios,
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892283,Debbie Fitzgerald,CableLabs,"Director, Technology Policy"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/883426,Rob Flippo,MobileHelp,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/884354,Amy Foley,Johnson & Johnson,"VP, Product Innovation & Delivery"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/884307,Andy Forssell,WarnerMedia,"EVP & GM, WarnerMedia Direct-to-Consumer"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/885653,Jean Foster,Consumer Technology Association,"SVP, Marketing and Communications"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/891886,Janet Foutty,Deloitte,Chair of the Board
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843556,Tom Fowler,Polar USA,President
https://ces.techhttps://www.ces.tech/conference/speaker-directory/810822,Faye Francy,Auto-ISAC,Executive Director
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892315,Chris Frankel,TRX,"VP, CSO"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/882211,Skip Fredricks,,Drone Pilot/Cinematographer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843496,Jordan French,Grit Daily,Executive Editor
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843996,Natascha  French,VNTANA,Chief Marketing Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890090,Ina Fried,Axios ,Chief Technology Correspondent
https://ces.techhttps://www.ces.tech/conference/speaker-directory/877716,Ross Friedberg,Doctor On Demand,Chief Legal & Business Affairs Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892261,Allan Friedman,"National Telecommunications and Information Administration, US Department of Commerce",Director of Cybersecurity Initiatives
https://ces.techhttps://www.ces.tech/conference/speaker-directory/888633,Florian Friedrich,FF Pictures GmbH,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/844000,Markus Fritz,Eutelsat,"Executive Vice President, Commercial Development & Strategic Partnerships"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/861916,Melissa Froelich,Aurora,Federal & East Coast Government Relations
https://ces.techhttps://www.ces.tech/conference/speaker-directory/887056,Laura Froelich,Twitter,Head of U.S. Content Partnerships
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890712,Kathy Fulton,American Logistics Aid Network,Executive Director
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889058,Kelly Funkhouser,Consumer Reports  ,Head of Connected and Automated Vehicles
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843831,Lindsay Gafford,Parks Associates,Research Analyst
https://ces.techhttps://www.ces.tech/conference/speaker-directory/865018,Elizabeth  Galbut,SoGal Ventures,Managing Partner
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889160,Adam Gam,PERFECT CORP,US Chief Marketing Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/877064,Bimal Gandhi,"Uniken, Inc",CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/885558,Jennifer Gannon,Phone2Action,Chief of Staff
https://ces.techhttps://www.ces.tech/conference/speaker-directory/884031,Anda Gansca,Knotch ,Co-founder & CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889921,Vaibhav Garg ,Comcast, Sr. Director of Cybersecurity Public Policy & Research
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890770,Chris Garrod,Conyers,Director
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843758,Ariel Garten,Muse® by Interaxon Inc.,Co-Founder and Chief Evangelist Officer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892344,NITIN GAUR,IBM,"Director, IBM Digital Asset Labs"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889990,Tasker O.  Generes Jr.,ServiceNow,Global Head of Connected Universe Strategy in the Chief Innovation Offic
https://ces.techhttps://www.ces.tech/conference/speaker-directory/888984,Stephanie Geno,Innovid,Senior Vice President of Marketing 
https://ces.techhttps://www.ces.tech/conference/speaker-directory/860465,Deena Ghazarian,Austere,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889189,Denise Gibson,Ice Mobility,Co-Founder and Executive Chairman
https://ces.techhttps://www.ces.tech/conference/speaker-directory/886753,Hannah Giese,Academy of Model Aeronautics,Government Affairs Representative 
https://ces.techhttps://www.ces.tech/conference/speaker-directory/888529,Craig Giffi,Deloitte,"Vice Chairman, Global Managing Principal - Deloitte Insights"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/855172,Jill Gilbert,Digital Health Summit,Producer
https://ces.techhttps://www.ces.tech/conference/speaker-directory/888424,Martin Gilliard,Facebook,"Head of Industry, Retail Superstores & Groceries at Facebook"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/877055,Giulia Giovanelli,Hamelin Brands Inc,"President, North America"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/894524,Matt Given,Intelivideo,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/894393,Rebecca Glashow,Awesomeness,Co-Head
https://ces.techhttps://www.ces.tech/conference/speaker-directory/861979,John Godfrey,Samsung Electronics America,"Senior Vice President, Public Policy"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/867938,Ken  Goldberg,UC Berkeley,Prof of Engineering 
https://ces.techhttps://www.ces.tech/conference/speaker-directory/894252,Gil Goldschein,Bunim-Murray Productions,Chairman and CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890429,Darren Goode,Elvie,"President, Corporate & Commercial"
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889195,Nigel Gopie,IBM Food Trust,Head of Blockchain Marketing
https://ces.techhttps://www.ces.tech/conference/speaker-directory/881372,Elizabeth Gore,helloalice.com,President
https://ces.techhttps://www.ces.tech/conference/speaker-directory/892222,Guru Gowrappan,Verizon Media,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/877080,Vivek Goyal,PlayShifu,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/843657,Michelle Grant,Euromonitor International,Head of Retailing
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890298,Courtney Gras,Techstars,LaunchPad Director
https://ces.techhttps://www.ces.tech/conference/speaker-directory/860475,Zach Graves,Lincoln Network,Head of Policy
https://ces.techhttps://www.ces.tech/conference/speaker-directory/889164,Will Graylin,"OV Loop, Inc.",CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890048,Jeff Green,The Trade Desk,CEO
https://ces.techhttps://www.ces.tech/conference/speaker-directory/890039,Ian  Greenblatt,J.D. Power,"Managing Director, Technology/Media/Telecom Intelligence "
https://ces.techhttps://www.ces.tech/conference/speaker-directory/894539,Stephanie Greene,Rocky Mountain Institute (RMI),Director (Principal)
https://ces.techhttps://www.ces.tech/conference/speaker-directory/844157,Rob Greenlee,Libsyn,"VP, Content and Partnerships, "
